game_nr,target,fixed indices,context condition,distractor,message,accuracy
30,[1. 2. 1.],[0. 0. 1.],0,[1. 1. 3.],"[4, 4, 4]",0.9472000002861023
31,[3. 0. 1.],[0. 0. 1.],0,[2. 2. 3.],"[4, 4, 4, 4]",0.953000009059906
32,[0. 1. 1.],[0. 0. 1.],0,[2. 3. 3.],"[4, 4, 4, 4]",0.953000009059906
33,[3. 3. 1.],[0. 0. 1.],0,[2. 0. 3.],"[4, 4, 4, 4]",0.953000009059906
34,[2. 3. 1.],[0. 0. 1.],0,[2. 0. 2.],"[4, 4, 4]",0.9472000002861023
35,[2. 2. 1.],[0. 0. 1.],0,[0. 3. 3.],"[4, 4, 4, 4]",0.953000009059906
36,[2. 2. 1.],[0. 0. 1.],0,[2. 3. 3.],"[4, 4, 4, 4]",0.953000009059906
37,[2. 2. 1.],[0. 0. 1.],0,[1. 1. 3.],"[4, 4]",0.9431999921798706
38,[0. 1. 1.],[0. 0. 1.],0,[3. 2. 3.],"[4, 4, 4, 4]",0.953000009059906
39,[0. 1. 1.],[0. 0. 1.],0,[1. 3. 2.],"[4, 4, 4]",0.9472000002861023
